authorityValue,dsQID,authorityValueLabel,authorityTypeLabel,externalID
https://catalog.digital-scriptorium.org/entity/Q38177,Q38177,Cosenza,Place (Authority File),http://vocab.getty.edu/tgn/7004274
https://catalog.digital-scriptorium.org/entity/Q38178,Q38178,Coutances,Place (Authority File),http://vocab.getty.edu/tgn/7008215
https://catalog.digital-scriptorium.org/entity/Q5004,Q5004,Cracow,Place (Authority File),http://vocab.getty.edu/tgn/7007652
https://catalog.digital-scriptorium.org/entity/Q7798,Q7798,Crema,Place (Authority File),http://vocab.getty.edu/tgn/7005874
https://catalog.digital-scriptorium.org/entity/Q3088,Q3088,Cremona,Place (Authority File),http://vocab.getty.edu/tgn/7005868
https://catalog.digital-scriptorium.org/entity/Q38179,Q38179,Crete,Place (Authority File),http://vocab.getty.edu/tgn/7012056
https://catalog.digital-scriptorium.org/entity/Q42494,Q42494,Crimea,Place (Authority File),http://vocab.getty.edu/tgn/7010345
https://catalog.digital-scriptorium.org/entity/Q137,Q137,Croatia,Place (Authority File),http://vocab.getty.edu/tgn/7006663
https://catalog.digital-scriptorium.org/entity/Q42476,Q42476,Cuenca,Place (Authority File),http://vocab.getty.edu/tgn/7007638
https://catalog.digital-scriptorium.org/entity/Q66920,Q66920,Culhuacán,Place (Authority File),http://vocab.getty.edu/tgn/7357654
https://catalog.digital-scriptorium.org/entity/Q20353,Q20353,Cuyk,Place (Authority File),http://vocab.getty.edu/tgn/7006847
https://catalog.digital-scriptorium.org/entity/Q66919,Q66919,Cuzco,Place (Authority File),http://vocab.getty.edu/tgn/7005819
https://catalog.digital-scriptorium.org/entity/Q7209,Q7209,Cyprus,Place (Authority File),http://vocab.getty.edu/tgn/1000112
https://catalog.digital-scriptorium.org/entity/Q38180,Q38180,Czech Republic,Place (Authority File),http://vocab.getty.edu/tgn/1001780
https://catalog.digital-scriptorium.org/entity/Q38181,Q38181,Czechoslovakia,Place (Authority File),http://vocab.getty.edu/tgn/1000065
https://catalog.digital-scriptorium.org/entity/Q42458,Q42458,Cádiz,Place (Authority File),http://vocab.getty.edu/tgn/7007512
https://catalog.digital-scriptorium.org/entity/Q38161,Q38161,Cîteaux,Place (Authority File),http://vocab.getty.edu/tgn/7656279
https://catalog.digital-scriptorium.org/entity/Q40042,Q40042,Dagestan,Place (Authority File),http://vocab.getty.edu/tgn/7011494
https://catalog.digital-scriptorium.org/entity/Q42074,Q42074,Dalmatia,Place (Authority File),http://vocab.getty.edu/tgn/2087680
https://catalog.digital-scriptorium.org/entity/Q11626,Q11626,Damascus,Place (Authority File),http://vocab.getty.edu/tgn/7002261
https://catalog.digital-scriptorium.org/entity/Q76329,Q76329,Danzig,Place (Authority File),http://vocab.getty.edu/tgn/7007660
https://catalog.digital-scriptorium.org/entity/Q1310,Q1310,Dauphiné,Place (Authority File),http://vocab.getty.edu/tgn/7007764
https://catalog.digital-scriptorium.org/entity/Q121,Q121,Deccan,Place (Authority File),http://vocab.getty.edu/tgn/7001693
https://catalog.digital-scriptorium.org/entity/Q16420,Q16420,Delft,Place (Authority File),http://vocab.getty.edu/tgn/7006804
https://catalog.digital-scriptorium.org/entity/Q48703,Q48703,Delhi,Place (Authority File),http://vocab.getty.edu/tgn/7001535
https://catalog.digital-scriptorium.org/entity/Q38185,Q38185,Denmark,Place (Authority File),http://vocab.getty.edu/tgn/1000066
https://catalog.digital-scriptorium.org/entity/Q38186,Q38186,Dewsbury,Place (Authority File),http://vocab.getty.edu/tgn/1029049
https://catalog.digital-scriptorium.org/entity/Q100840,Q100840,Dezfūl,Place (Authority File),http://vocab.getty.edu/tgn/1079062
https://catalog.digital-scriptorium.org/entity/Q38187,Q38187,Dieppe,Place (Authority File),http://vocab.getty.edu/tgn/7008922
https://catalog.digital-scriptorium.org/entity/Q19896,Q19896,Dijon,Place (Authority File),http://vocab.getty.edu/tgn/7008224
https://catalog.digital-scriptorium.org/entity/Q17529,Q17529,Dixton,Place (Authority File),http://vocab.getty.edu/tgn/7026610
https://catalog.digital-scriptorium.org/entity/Q11622,Q11622,Diyarbakır,Place (Authority File),http://vocab.getty.edu/tgn/7002338
https://catalog.digital-scriptorium.org/entity/Q1286,Q1286,Dorset,Place (Authority File),http://vocab.getty.edu/tgn/7011961
https://catalog.digital-scriptorium.org/entity/Q7793,Q7793,Douai,Place (Authority File),http://vocab.getty.edu/tgn/7008458
https://catalog.digital-scriptorium.org/entity/Q8379,Q8379,Drayton,Place (Authority File),http://vocab.getty.edu/tgn/7031272
https://catalog.digital-scriptorium.org/entity/Q42462,Q42462,Dresden,Place (Authority File),http://vocab.getty.edu/tgn/7004455
https://catalog.digital-scriptorium.org/entity/Q38188,Q38188,Duderstadt,Place (Authority File),http://vocab.getty.edu/tgn/7005933
https://catalog.digital-scriptorium.org/entity/Q76333,Q76333,Dumyāţ,Place (Authority File),http://vocab.getty.edu/tgn/7001099
https://catalog.digital-scriptorium.org/entity/Q42464,Q42464,Département de Saône-et-Loire,Place (Authority File),http://vocab.getty.edu/tgn/7002962
https://catalog.digital-scriptorium.org/entity/Q38184,Q38184,Département de Seine-et-Marne,Place (Authority File),http://vocab.getty.edu/tgn/7002973
https://catalog.digital-scriptorium.org/entity/Q8031,Q8031,Département de Tarn-et-Garonne,Place (Authority File),http://vocab.getty.edu/tgn/7003218
https://catalog.digital-scriptorium.org/entity/Q42463,Q42463,Département de l'Aveyron,Place (Authority File),http://vocab.getty.edu/tgn/7002906
https://catalog.digital-scriptorium.org/entity/Q42492,Q42492,Département de l'Essonne,Place (Authority File),http://vocab.getty.edu/tgn/7002935
https://catalog.digital-scriptorium.org/entity/Q38183,Q38183,Département de l'Eure,Place (Authority File),http://vocab.getty.edu/tgn/7002936
https://catalog.digital-scriptorium.org/entity/Q19902,Q19902,Département de la Loire,Place (Authority File),http://vocab.getty.edu/tgn/7002958
https://catalog.digital-scriptorium.org/entity/Q38182,Q38182,Département de la Seine-Maritime,Place (Authority File),http://vocab.getty.edu/tgn/7002988
https://catalog.digital-scriptorium.org/entity/Q42489,Q42489,Département des Alpes-de-Haute-Provence,Place (Authority File),http://vocab.getty.edu/tgn/7017065
https://catalog.digital-scriptorium.org/entity/Q66913,Q66913,Département des Bouches-du-Rhône,Place (Authority File),http://vocab.getty.edu/tgn/7002915
https://catalog.digital-scriptorium.org/entity/Q108128,Q108128,Département des Deux-Sèvres,Place (Authority File),http://vocab.getty.edu/tgn/7002926
https://catalog.digital-scriptorium.org/entity/Q5483,Q5483,Département du Tarn,Place (Authority File),http://vocab.getty.edu/tgn/7003217
https://catalog.digital-scriptorium.org/entity/Q103461,Q103461,Dāmghān,Place (Authority File),http://vocab.getty.edu/tgn/7002112
https://catalog.digital-scriptorium.org/entity/Q1291,Q1291,East Anglia,Place (Authority File),http://vocab.getty.edu/tgn/7012973
https://catalog.digital-scriptorium.org/entity/Q38189,Q38189,East Flanders,Place (Authority File),http://vocab.getty.edu/tgn/7003457
https://catalog.digital-scriptorium.org/entity/Q38190,Q38190,Eastern Europe,Place (Authority File),http://vocab.getty.edu/tgn/4003756
https://catalog.digital-scriptorium.org/entity/Q38191,Q38191,Eastern France,Place (Authority File),http://vocab.getty.edu/tgn/8716310
https://catalog.digital-scriptorium.org/entity/Q3658,Q3658,Eastern Mediterranean,Place (Authority File),http://vocab.getty.edu/tgn/7593196
https://catalog.digital-scriptorium.org/entity/Q38192,Q38192,Edinburgh,Place (Authority File),http://vocab.getty.edu/tgn/7009546
https://catalog.digital-scriptorium.org/entity/Q52680,Q52680,Edirne,Place (Authority File),http://vocab.getty.edu/tgn/7002317
https://catalog.digital-scriptorium.org/entity/Q3086,Q3086,Egypt,Place (Authority File),http://vocab.getty.edu/tgn/7016833
https://catalog.digital-scriptorium.org/entity/Q66915,Q66915,Eichstätt,Place (Authority File),http://vocab.getty.edu/tgn/7004613
https://catalog.digital-scriptorium.org/entity/Q6989,Q6989,Elchingen,Place (Authority File),http://vocab.getty.edu/tgn/4003589
https://catalog.digital-scriptorium.org/entity/Q20365,Q20365,Emilia,Place (Authority File),http://vocab.getty.edu/tgn/7015397
https://catalog.digital-scriptorium.org/entity/Q1100,Q1100,Emilia-Romagna,Place (Authority File),http://vocab.getty.edu/tgn/7008516
https://catalog.digital-scriptorium.org/entity/Q133,Q133,England,Place (Authority File),http://vocab.getty.edu/tgn/7002445
https://catalog.digital-scriptorium.org/entity/Q66898,Q66898,Enkhuizen,Place (Authority File),http://vocab.getty.edu/tgn/7007064
https://catalog.digital-scriptorium.org/entity/Q38193,Q38193,Epirus,Place (Authority File),http://vocab.getty.edu/tgn/7030329
https://catalog.digital-scriptorium.org/entity/Q106566,Q106566,Erbil,Place (Authority File),http://vocab.getty.edu/tgn/7002589
https://catalog.digital-scriptorium.org/entity/Q6983,Q6983,Erfurt,Place (Authority File),http://vocab.getty.edu/tgn/7024031
https://catalog.digital-scriptorium.org/entity/Q106563,Q106563,Erzincan,Place (Authority File),http://vocab.getty.edu/tgn/7002502
https://catalog.digital-scriptorium.org/entity/Q63767,Q63767,Erzurum,Place (Authority File),http://vocab.getty.edu/tgn/7017539
https://catalog.digital-scriptorium.org/entity/Q38194,Q38194,Essen,Place (Authority File),http://vocab.getty.edu/tgn/7004905
https://catalog.digital-scriptorium.org/entity/Q38195,Q38195,Essex,Place (Authority File),http://vocab.getty.edu/tgn/7008131
https://catalog.digital-scriptorium.org/entity/Q38196,Q38196,Estonia,Place (Authority File),http://vocab.getty.edu/tgn/7006540
https://catalog.digital-scriptorium.org/entity/Q3655,Q3655,Ethiopia,Place (Authority File),http://vocab.getty.edu/tgn/7000489
https://catalog.digital-scriptorium.org/entity/Q1290,Q1290,Europe,Place (Authority File),http://vocab.getty.edu/tgn/1000003
https://catalog.digital-scriptorium.org/entity/Q66900,Q66900,Extremadura,Place (Authority File),http://vocab.getty.edu/tgn/7003837
https://catalog.digital-scriptorium.org/entity/Q38197,Q38197,Fabriano,Place (Authority File),http://vocab.getty.edu/tgn/7004004
https://catalog.digital-scriptorium.org/entity/Q76284,Q76284,Fagnano Olona,Place (Authority File),http://vocab.getty.edu/tgn/1044553
https://catalog.digital-scriptorium.org/entity/Q38198,Q38198,Fano,Place (Authority File),http://vocab.getty.edu/tgn/7003987
https://catalog.digital-scriptorium.org/entity/Q1299,Q1299,Ferrara,Place (Authority File),http://vocab.getty.edu/tgn/7004264
https://catalog.digital-scriptorium.org/entity/Q42483,Q42483,Figueras,Place (Authority File),http://vocab.getty.edu/tgn/1062024
https://catalog.digital-scriptorium.org/entity/Q42083,Q42083,Firfol,Place (Authority File),http://vocab.getty.edu/tgn/7649731
https://catalog.digital-scriptorium.org/entity/Q6980,Q6980,Fivizzano,Place (Authority File),http://vocab.getty.edu/tgn/1044626
https://catalog.digital-scriptorium.org/entity/Q126,Q126,Flanders,Place (Authority File),http://vocab.getty.edu/tgn/7024097
https://catalog.digital-scriptorium.org/entity/Q100357,Q100357,Flanders (region),Place (Authority File),http://vocab.getty.edu/tgn/7018236
https://catalog.digital-scriptorium.org/entity/Q3084,Q3084,Florence,Place (Authority File),http://vocab.getty.edu/tgn/7000457
https://catalog.digital-scriptorium.org/entity/Q38199,Q38199,Foligno,Place (Authority File),http://vocab.getty.edu/tgn/7005040
https://catalog.digital-scriptorium.org/entity/Q17519,Q17519,Fontainebleau,Place (Authority File),http://vocab.getty.edu/tgn/7008005
https://catalog.digital-scriptorium.org/entity/Q68011,Q68011,Fontevrault-l'Abbaye,Place (Authority File),http://vocab.getty.edu/tgn/7008488
https://catalog.digital-scriptorium.org/entity/Q66886,Q66886,Fotheringhay,Place (Authority File),http://vocab.getty.edu/tgn/4004017
https://catalog.digital-scriptorium.org/entity/Q122,Q122,France,Place (Authority File),http://vocab.getty.edu/tgn/1000070
https://catalog.digital-scriptorium.org/entity/Q38200,Q38200,Franche-Comté,Place (Authority File),http://vocab.getty.edu/tgn/7645440
https://catalog.digital-scriptorium.org/entity/Q27482,Q27482,Francia Orientalis,Place (Authority File),http://vocab.getty.edu/tgn/7024345
https://catalog.digital-scriptorium.org/entity/Q19893,Q19893,Franken,Place (Authority File),http://vocab.getty.edu/tgn/7012456
https://catalog.digital-scriptorium.org/entity/Q38201,Q38201,Freising,Place (Authority File),http://vocab.getty.edu/tgn/7013338
https://catalog.digital-scriptorium.org/entity/Q76330,Q76330,Friedrichstadt,Place (Authority File),http://vocab.getty.edu/tgn/1039143
https://catalog.digital-scriptorium.org/entity/Q38332,Q38332,"Frioul, Port du",Place (Authority File),http://vocab.getty.edu/tgn/7645514
https://catalog.digital-scriptorium.org/entity/Q5009,Q5009,Friuli,Place (Authority File),http://vocab.getty.edu/tgn/7008895
https://catalog.digital-scriptorium.org/entity/Q38202,Q38202,Friuli-Venezia Giulia,Place (Authority File),http://vocab.getty.edu/tgn/7002993
https://catalog.digital-scriptorium.org/entity/Q12704,Q12704,Fulda,Place (Authority File),http://vocab.getty.edu/tgn/7005294
https://catalog.digital-scriptorium.org/entity/Q76260,Q76260,Fumane,Place (Authority File),http://vocab.getty.edu/tgn/4004145
https://catalog.digital-scriptorium.org/entity/Q76325,Q76325,Gazzuolo,Place (Authority File),http://vocab.getty.edu/tgn/1044782
https://catalog.digital-scriptorium.org/entity/Q42496,Q42496,Geneva,Place (Authority File),http://vocab.getty.edu/tgn/7007279
https://catalog.digital-scriptorium.org/entity/Q7800,Q7800,Genoa,Place (Authority File),http://vocab.getty.edu/tgn/7008546
https://catalog.digital-scriptorium.org/entity/Q38203,Q38203,Ger,Place (Authority File),http://vocab.getty.edu/tgn/7647352
https://catalog.digital-scriptorium.org/entity/Q131,Q131,Germany,Place (Authority File),http://vocab.getty.edu/tgn/7000084
https://catalog.digital-scriptorium.org/entity/Q16408,Q16408,Ghent,Place (Authority File),http://vocab.getty.edu/tgn/7007887
https://catalog.digital-scriptorium.org/entity/Q48700,Q48700,Gjirokastër,Place (Authority File),http://vocab.getty.edu/tgn/7010755
https://catalog.digital-scriptorium.org/entity/Q12695,Q12695,Glastonbury,Place (Authority File),http://vocab.getty.edu/tgn/7011239
https://catalog.digital-scriptorium.org/entity/Q17527,Q17527,Gloucester,Place (Authority File),http://vocab.getty.edu/tgn/7011128
https://catalog.digital-scriptorium.org/entity/Q38204,Q38204,Goa,Place (Authority File),http://vocab.getty.edu/tgn/7018161
https://catalog.digital-scriptorium.org/entity/Q76324,Q76324,Gorizia,Place (Authority File),http://vocab.getty.edu/tgn/7005526
https://catalog.digital-scriptorium.org/entity/Q42488,Q42488,Gradara,Place (Authority File),http://vocab.getty.edu/tgn/7008870
https://catalog.digital-scriptorium.org/entity/Q3081,Q3081,Granada,Place (Authority File),http://vocab.getty.edu/tgn/7007703
https://catalog.digital-scriptorium.org/entity/Q103465,Q103465,Granollers,Place (Authority File),http://vocab.getty.edu/tgn/1062055
https://catalog.digital-scriptorium.org/entity/Q66906,Q66906,Grasse,Place (Authority File),http://vocab.getty.edu/tgn/7008767
https://catalog.digital-scriptorium.org/entity/Q26526,Q26526,Gravesend,Place (Authority File),http://vocab.getty.edu/tgn/7011614
https://catalog.digital-scriptorium.org/entity/Q3650,Q3650,Graz,Place (Authority File),http://vocab.getty.edu/tgn/7003097
https://catalog.digital-scriptorium.org/entity/Q16421,Q16421,Greece,Place (Authority File),http://vocab.getty.edu/tgn/1000074
https://catalog.digital-scriptorium.org/entity/Q38205,Q38205,Grenoble,Place (Authority File),http://vocab.getty.edu/tgn/7008759
https://catalog.digital-scriptorium.org/entity/Q68005,Q68005,Gualdo Tadino,Place (Authority File),http://vocab.getty.edu/tgn/7005046
https://catalog.digital-scriptorium.org/entity/Q66885,Q66885,Guatemala,Place (Authority File),http://vocab.getty.edu/tgn/7005493
https://catalog.digital-scriptorium.org/entity/Q38206,Q38206,Gubbio,Place (Authority File),http://vocab.getty.edu/tgn/7005048
https://catalog.digital-scriptorium.org/entity/Q40038,Q40038,Gulshanābād,Place (Authority File),http://vocab.getty.edu/tgn/8053084
https://catalog.digital-scriptorium.org/entity/Q38207,Q38207,Gwent,Place (Authority File),http://vocab.getty.edu/tgn/7008046
https://catalog.digital-scriptorium.org/entity/Q66910,Q66910,Gévaudan,Place (Authority File),http://vocab.getty.edu/tgn/4004160
https://catalog.digital-scriptorium.org/entity/Q76338,Q76338,Görlitz,Place (Authority File),http://vocab.getty.edu/tgn/7012813
https://catalog.digital-scriptorium.org/entity/Q74820,Q74820,"Hague, The",Place (Authority File),http://vocab.getty.edu/tgn/7006810
https://catalog.digital-scriptorium.org/entity/Q38208,Q38208,Hainaut,Place (Authority File),http://vocab.getty.edu/tgn/1003757
https://catalog.digital-scriptorium.org/entity/Q1300,Q1300,"Hainaut, Province de",Place (Authority File),http://vocab.getty.edu/tgn/7007877
https://catalog.digital-scriptorium.org/entity/Q74808,Q74808,Halych,Place (Authority File),http://vocab.getty.edu/tgn/1053938
https://catalog.digital-scriptorium.org/entity/Q48701,Q48701,Hamadan,Place (Authority File),http://vocab.getty.edu/tgn/7002115
https://catalog.digital-scriptorium.org/entity/Q20352,Q20352,Hamburg,Place (Authority File),http://vocab.getty.edu/tgn/7005289
https://catalog.digital-scriptorium.org/entity/Q38209,Q38209,Hampshire,Place (Authority File),http://vocab.getty.edu/tgn/7008139
https://catalog.digital-scriptorium.org/entity/Q54969,Q54969,Hanover,Place (Authority File),http://vocab.getty.edu/tgn/7013260
https://catalog.digital-scriptorium.org/entity/Q12697,Q12697,Hanshan,Place (Authority File),http://vocab.getty.edu/tgn/8203227
https://catalog.digital-scriptorium.org/entity/Q108169,Q108169,Harran,Place (Authority File),http://vocab.getty.edu/tgn/7002467
https://catalog.digital-scriptorium.org/entity/Q76328,Q76328,Hartmannswiller,Place (Authority File),http://vocab.getty.edu/tgn/7643144
https://catalog.digital-scriptorium.org/entity/Q38331,Q38331,"Hautecombe, Abbaye de",Place (Authority File),http://vocab.getty.edu/tgn/1100048
https://catalog.digital-scriptorium.org/entity/Q11621,Q11621,Hebron,Place (Authority File),http://vocab.getty.edu/tgn/7029354
https://catalog.digital-scriptorium.org/entity/Q12710,Q12710,Henan,Place (Authority File),http://vocab.getty.edu/tgn/7016672
https://catalog.digital-scriptorium.org/entity/Q3092,Q3092,Herat,Place (Authority File),http://vocab.getty.edu/tgn/7002243
https://catalog.digital-scriptorium.org/entity/Q66917,Q66917,Herefordshire,Place (Authority File),http://vocab.getty.edu/tgn/7008143
https://catalog.digital-scriptorium.org/entity/Q38210,Q38210,Hesse,Place (Authority File),http://vocab.getty.edu/tgn/7003678
https://catalog.digital-scriptorium.org/entity/Q17522,Q17522,Highland,Place (Authority File),http://vocab.getty.edu/tgn/7008082
https://catalog.digital-scriptorium.org/entity/Q19892,Q19892,Hildesheim,Place (Authority File),http://vocab.getty.edu/tgn/7005248
https://catalog.digital-scriptorium.org/entity/Q1295,Q1295,Holland,Place (Authority File),http://vocab.getty.edu/tgn/1003759
https://catalog.digital-scriptorium.org/entity/Q38211,Q38211,Hollfeld,Place (Authority File),http://vocab.getty.edu/tgn/1039662
https://catalog.digital-scriptorium.org/entity/Q38212,Q38212,Holy Roman Empire,Place (Authority File),http://vocab.getty.edu/tgn/7024415
https://catalog.digital-scriptorium.org/entity/Q38213,Q38213,Honduras,Place (Authority File),http://vocab.getty.edu/tgn/7005554
https://catalog.digital-scriptorium.org/entity/Q54972,Q54972,Horgau,Place (Authority File),http://vocab.getty.edu/tgn/7163517
https://catalog.digital-scriptorium.org/entity/Q66904,Q66904,Huejotzingo,Place (Authority File),http://vocab.getty.edu/tgn/4005179
https://catalog.digital-scriptorium.org/entity/Q42460,Q42460,Huete,Place (Authority File),http://vocab.getty.edu/tgn/1062082
https://catalog.digital-scriptorium.org/entity/Q19897,Q19897,Hungary,Place (Authority File),http://vocab.getty.edu/tgn/7006278
https://catalog.digital-scriptorium.org/entity/Q38214,Q38214,Huy,Place (Authority File),http://vocab.getty.edu/tgn/7007896
https://catalog.digital-scriptorium.org/entity/Q38215,Q38215,Huysburg,Place (Authority File),http://vocab.getty.edu/tgn/4005207
https://catalog.digital-scriptorium.org/entity/Q48685,Q48685,Hyderābād,Place (Authority File),http://vocab.getty.edu/tgn/7001541
https://catalog.digital-scriptorium.org/entity/Q10828,Q10828,Iberian Peninsula,Place (Authority File),http://vocab.getty.edu/tgn/7016676
https://catalog.digital-scriptorium.org/entity/Q38216,Q38216,Iceland,Place (Authority File),http://vocab.getty.edu/tgn/1000077
https://catalog.digital-scriptorium.org/entity/Q76277,Q76277,Illasi,Place (Authority File),http://vocab.getty.edu/tgn/1044938
https://catalog.digital-scriptorium.org/entity/Q138,Q138,India,Place (Authority File),http://vocab.getty.edu/tgn/7000198
https://catalog.digital-scriptorium.org/entity/Q38217,Q38217,Indonesia,Place (Authority File),http://vocab.getty.edu/tgn/1000116
https://catalog.digital-scriptorium.org/entity/Q3653,Q3653,Ingolstadt,Place (Authority File),http://vocab.getty.edu/tgn/7017035
https://catalog.digital-scriptorium.org/entity/Q27490,Q27490,Ioannina,Place (Authority File),http://vocab.getty.edu/tgn/7011082
https://catalog.digital-scriptorium.org/entity/Q2822,Q2822,Iran,Place (Authority File),http://vocab.getty.edu/tgn/7000231
https://catalog.digital-scriptorium.org/entity/Q3090,Q3090,Iraq,Place (Authority File),http://vocab.getty.edu/tgn/1000118
https://catalog.digital-scriptorium.org/entity/Q17520,Q17520,Ireland,Place (Authority File),http://vocab.getty.edu/tgn/1000078
https://catalog.digital-scriptorium.org/entity/Q18350,Q18350,Isfahan,Place (Authority File),http://vocab.getty.edu/tgn/7017459
https://catalog.digital-scriptorium.org/entity/Q76291,Q76291,Isola della Scala,Place (Authority File),http://vocab.getty.edu/tgn/1044966
https://catalog.digital-scriptorium.org/entity/Q74800,Q74800,Israel,Place (Authority File),http://vocab.getty.edu/tgn/1000119
https://catalog.digital-scriptorium.org/entity/Q11605,Q11605,Istanbul,Place (Authority File),http://vocab.getty.edu/tgn/7002473
https://catalog.digital-scriptorium.org/entity/Q134,Q134,Italy,Place (Authority File),http://vocab.getty.edu/tgn/1000080
https://catalog.digital-scriptorium.org/entity/Q17523,Q17523,Itchingfield,Place (Authority File),http://vocab.getty.edu/tgn/7461740
https://catalog.digital-scriptorium.org/entity/Q12707,Q12707,Japan,Place (Authority File),http://vocab.getty.edu/tgn/1000120
https://catalog.digital-scriptorium.org/entity/Q42456,Q42456,Java,Place (Authority File),http://vocab.getty.edu/tgn/7003695
https://catalog.digital-scriptorium.org/entity/Q11620,Q11620,Jerusalem,Place (Authority File),http://vocab.getty.edu/tgn/7001371
https://catalog.digital-scriptorium.org/entity/Q66925,Q66925,Johanngeorgenstadt,Place (Authority File),http://vocab.getty.edu/tgn/1037009
https://catalog.digital-scriptorium.org/entity/Q38414,Q38414,Kandahar,Place (Authority File),http://vocab.getty.edu/tgn/7002248
https://catalog.digital-scriptorium.org/entity/Q68001,Q68001,Kandy,Place (Authority File),http://vocab.getty.edu/tgn/7002518
https://catalog.digital-scriptorium.org/entity/Q63768,Q63768,Karahisar,Place (Authority File),http://vocab.getty.edu/tgn/7716074
https://catalog.digital-scriptorium.org/entity/Q11627,Q11627,Karaman,Place (Authority File),http://vocab.getty.edu/tgn/7002550
https://catalog.digital-scriptorium.org/entity/Q11623,Q11623,Karaman (province),Place (Authority File),http://vocab.getty.edu/tgn/7018458
https://catalog.digital-scriptorium.org/entity/Q74814,Q74814,Karasu,Place (Authority File),http://vocab.getty.edu/tgn/1086557
https://catalog.digital-scriptorium.org/entity/Q103459,Q103459,Karbalā',Place (Authority File),http://vocab.getty.edu/tgn/1001343
https://catalog.digital-scriptorium.org/entity/Q54975,Q54975,Karlsruhe,Place (Authority File),http://vocab.getty.edu/tgn/7004424
https://catalog.digital-scriptorium.org/entity/Q48698,Q48698,Kashan,Place (Authority File),http://vocab.getty.edu/tgn/1079129
https://catalog.digital-scriptorium.org/entity/Q52693,Q52693,Kashi,Place (Authority File),http://vocab.getty.edu/tgn/7008915
https://catalog.digital-scriptorium.org/entity/Q18345,Q18345,Kashmir,Place (Authority File),http://vocab.getty.edu/tgn/7029388
https://catalog.digital-scriptorium.org/entity/Q27478,Q27478,"Kashmir, Vale of",Place (Authority File),http://vocab.getty.edu/tgn/1111685
https://catalog.digital-scriptorium.org/entity/Q11616,Q11616,Kastamonu,Place (Authority File),http://vocab.getty.edu/tgn/7002555
https://catalog.digital-scriptorium.org/entity/Q11614,Q11614,Kayseri,Place (Authority File),http://vocab.getty.edu/tgn/7002465
https://catalog.digital-scriptorium.org/entity/Q38218,Q38218,Kazan',Place (Authority File),http://vocab.getty.edu/tgn/7015156
https://catalog.digital-scriptorium.org/entity/Q1294,Q1294,Kent,Place (Authority File),http://vocab.getty.edu/tgn/7008153
https://catalog.digital-scriptorium.org/entity/Q103462,Q103462,Kerman,Place (Authority File),http://vocab.getty.edu/tgn/7002134
https://catalog.digital-scriptorium.org/entity/Q38219,Q38219,Keswick,Place (Authority File),http://vocab.getty.edu/tgn/7010161
https://catalog.digital-scriptorium.org/entity/Q11618,Q11618,Khwārezm,Place (Authority File),http://vocab.getty.edu/tgn/8698237
https://catalog.digital-scriptorium.org/entity/Q42472,Q42472,Kitzbühel,Place (Authority File),http://vocab.getty.edu/tgn/7003244
https://catalog.digital-scriptorium.org/entity/Q48690,Q48690,Kolkata,Place (Authority File),http://vocab.getty.edu/tgn/7030776
https://catalog.digital-scriptorium.org/entity/Q20351,Q20351,Konstanz,Place (Authority File),http://vocab.getty.edu/tgn/7005174
https://catalog.digital-scriptorium.org/entity/Q12696,Q12696,Korea,Place (Authority File),http://vocab.getty.edu/tgn/7059230
https://catalog.digital-scriptorium.org/entity/Q38220,Q38220,Kronstadt,Place (Authority File),http://vocab.getty.edu/tgn/7004272
https://catalog.digital-scriptorium.org/entity/Q74796,Q74796,Kurdistan,Place (Authority File),http://vocab.getty.edu/tgn/1003770
https://catalog.digital-scriptorium.org/entity/Q52687,Q52687,Kyustendil,Place (Authority File),http://vocab.getty.edu/tgn/7018071
https://catalog.digital-scriptorium.org/entity/Q38222,Q38222,L'Aquila,Place (Authority File),http://vocab.getty.edu/tgn/7004067
https://catalog.digital-scriptorium.org/entity/Q66901,Q66901,La Haye-du-Puits,Place (Authority File),http://vocab.getty.edu/tgn/1033665
https://catalog.digital-scriptorium.org/entity/Q66911,Q66911,La Rioja,Place (Authority File),http://vocab.getty.edu/tgn/7002789
https://catalog.digital-scriptorium.org/entity/Q27479,Q27479,Lahore,Place (Authority File),http://vocab.getty.edu/tgn/7001560
https://catalog.digital-scriptorium.org/entity/Q26524,Q26524,Lambach,Place (Authority File),http://vocab.getty.edu/tgn/7003278
https://catalog.digital-scriptorium.org/entity/Q20358,Q20358,Lancashire,Place (Authority File),http://vocab.getty.edu/tgn/7008154
https://catalog.digital-scriptorium.org/entity/Q4993,Q4993,Landkreis Eichstätt,Place (Authority File),http://vocab.getty.edu/tgn/7077299
https://catalog.digital-scriptorium.org/entity/Q19895,Q19895,Langres,Place (Authority File),http://vocab.getty.edu/tgn/7008343
https://catalog.digital-scriptorium.org/entity/Q38221,Q38221,Languedoc,Place (Authority File),http://vocab.getty.edu/tgn/7002884
https://catalog.digital-scriptorium.org/entity/Q4334,Q4334,Laon,Place (Authority File),http://vocab.getty.edu/tgn/7010220
https://catalog.digital-scriptorium.org/entity/Q1285,Q1285,Latium,Place (Authority File),http://vocab.getty.edu/tgn/7594274
https://catalog.digital-scriptorium.org/entity/Q1302,Q1302,Lazio,Place (Authority File),http://vocab.getty.edu/tgn/7003080
https://catalog.digital-scriptorium.org/entity/Q76287,Q76287,Lazise,Place (Authority File),http://vocab.getty.edu/tgn/1045047
https://catalog.digital-scriptorium.org/entity/Q38223,Q38223,Le Conquet,Place (Authority File),http://vocab.getty.edu/tgn/7634755
