authorityValue,dsQID,authorityValueLabel,authorityTypeLabel,externalID
https://catalog.digital-scriptorium.org/entity/Q27492,Q27492,Arabian Peninsula,Place (Authority File),http://vocab.getty.edu/tgn/1012700
https://catalog.digital-scriptorium.org/entity/Q38142,Q38142,Aragon,Place (Authority File),http://vocab.getty.edu/tgn/7024276
https://catalog.digital-scriptorium.org/entity/Q76318,Q76318,Arcade,Place (Authority File),http://vocab.getty.edu/tgn/1043256
https://catalog.digital-scriptorium.org/entity/Q76297,Q76297,Arce,Place (Authority File),http://vocab.getty.edu/tgn/1043257
https://catalog.digital-scriptorium.org/entity/Q38143,Q38143,Arcevia,Place (Authority File),http://vocab.getty.edu/tgn/7004003
https://catalog.digital-scriptorium.org/entity/Q103460,Q103460,Ardabīl,Place (Authority File),http://vocab.getty.edu/tgn/7002103
https://catalog.digital-scriptorium.org/entity/Q38144,Q38144,Arequipa,Place (Authority File),http://vocab.getty.edu/tgn/7005825
https://catalog.digital-scriptorium.org/entity/Q8029,Q8029,Arles,Place (Authority File),http://vocab.getty.edu/tgn/7008775
https://catalog.digital-scriptorium.org/entity/Q791,Q791,Armenia,Place (Authority File),http://vocab.getty.edu/tgn/7006651
https://catalog.digital-scriptorium.org/entity/Q7504,Q7504,Arras,Place (Authority File),http://vocab.getty.edu/tgn/7008468
https://catalog.digital-scriptorium.org/entity/Q48706,Q48706,Arāk,Place (Authority File),http://vocab.getty.edu/tgn/1078967
https://catalog.digital-scriptorium.org/entity/Q11606,Q11606,As-Salamīyah,Place (Authority File),http://vocab.getty.edu/tgn/1085102
https://catalog.digital-scriptorium.org/entity/Q76341,Q76341,Assam,Place (Authority File),http://vocab.getty.edu/tgn/1001832
https://catalog.digital-scriptorium.org/entity/Q74816,Q74816,Asti,Place (Authority File),http://vocab.getty.edu/tgn/7005610
https://catalog.digital-scriptorium.org/entity/Q16413,Q16413,Astorga,Place (Authority File),http://vocab.getty.edu/tgn/7007313
https://catalog.digital-scriptorium.org/entity/Q38145,Q38145,Athens,Place (Authority File),http://vocab.getty.edu/tgn/7001393
https://catalog.digital-scriptorium.org/entity/Q4997,Q4997,Augsburg,Place (Authority File),http://vocab.getty.edu/tgn/7004324
https://catalog.digital-scriptorium.org/entity/Q106567,Q106567,Aurangābād,Place (Authority File),http://vocab.getty.edu/tgn/8000157
https://catalog.digital-scriptorium.org/entity/Q132,Q132,Austria,Place (Authority File),http://vocab.getty.edu/tgn/1000062
https://catalog.digital-scriptorium.org/entity/Q76256,Q76256,Autun,Place (Authority File),http://vocab.getty.edu/tgn/7008237
https://catalog.digital-scriptorium.org/entity/Q38146,Q38146,Auvergne,Place (Authority File),http://vocab.getty.edu/tgn/7024266
https://catalog.digital-scriptorium.org/entity/Q38147,Q38147,Auvergne-Rhône-Alpes,Place (Authority File),http://vocab.getty.edu/tgn/8711848
https://catalog.digital-scriptorium.org/entity/Q63769,Q63769,Avarneh,Place (Authority File),http://vocab.getty.edu/tgn/8898656
https://catalog.digital-scriptorium.org/entity/Q4328,Q4328,Avignon,Place (Authority File),http://vocab.getty.edu/tgn/7008799
https://catalog.digital-scriptorium.org/entity/Q76300,Q76300,Avio,Place (Authority File),http://vocab.getty.edu/tgn/7005507
https://catalog.digital-scriptorium.org/entity/Q64091,Q64091,Baalbek,Place (Authority File),http://vocab.getty.edu/tgn/7002856
https://catalog.digital-scriptorium.org/entity/Q54968,Q54968,Bad Breisig,Place (Authority File),http://vocab.getty.edu/tgn/1038315
https://catalog.digital-scriptorium.org/entity/Q38149,Q38149,Baden-Württemberg,Place (Authority File),http://vocab.getty.edu/tgn/7003692
https://catalog.digital-scriptorium.org/entity/Q38150,Q38150,Badgastein,Place (Authority File),http://vocab.getty.edu/tgn/1025441
https://catalog.digital-scriptorium.org/entity/Q76314,Q76314,Badia Polesine,Place (Authority File),http://vocab.getty.edu/tgn/7003285
https://catalog.digital-scriptorium.org/entity/Q11612,Q11612,Baghdad,Place (Authority File),http://vocab.getty.edu/tgn/7002482
https://catalog.digital-scriptorium.org/entity/Q66889,Q66889,Baja Verapaz,Place (Authority File),http://vocab.getty.edu/tgn/1000520
https://catalog.digital-scriptorium.org/entity/Q100359,Q100359,Bali,Place (Authority File),http://vocab.getty.edu/tgn/1001137
https://catalog.digital-scriptorium.org/entity/Q27480,Q27480,Balkan Peninsula,Place (Authority File),http://vocab.getty.edu/tgn/7011636
https://catalog.digital-scriptorium.org/entity/Q52678,Q52678,Balıkesir,Place (Authority File),http://vocab.getty.edu/tgn/1086053
https://catalog.digital-scriptorium.org/entity/Q6976,Q6976,Bamberg,Place (Authority File),http://vocab.getty.edu/tgn/7004325
https://catalog.digital-scriptorium.org/entity/Q42468,Q42468,Bangkok,Place (Authority File),http://vocab.getty.edu/tgn/7000983
https://catalog.digital-scriptorium.org/entity/Q16423,Q16423,Barcelona,Place (Authority File),http://vocab.getty.edu/tgn/7007426
https://catalog.digital-scriptorium.org/entity/Q74805,Q74805,Barchfeld,Place (Authority File),http://vocab.getty.edu/tgn/7210088
https://catalog.digital-scriptorium.org/entity/Q76262,Q76262,Bardolino,Place (Authority File),http://vocab.getty.edu/tgn/7008874
https://catalog.digital-scriptorium.org/entity/Q38151,Q38151,Barga,Place (Authority File),http://vocab.getty.edu/tgn/7006242
https://catalog.digital-scriptorium.org/entity/Q38152,Q38152,Basel,Place (Authority File),http://vocab.getty.edu/tgn/7007269
https://catalog.digital-scriptorium.org/entity/Q5002,Q5002,Basle-Country,Place (Authority File),http://vocab.getty.edu/tgn/7003740
https://catalog.digital-scriptorium.org/entity/Q76345,Q76345,Bastogne,Place (Authority File),http://vocab.getty.edu/tgn/7007861
https://catalog.digital-scriptorium.org/entity/Q1303,Q1303,Bavaria,Place (Authority File),http://vocab.getty.edu/tgn/7003669
https://catalog.digital-scriptorium.org/entity/Q11607,Q11607,Bayt al Faqīh,Place (Authority File),http://vocab.getty.edu/tgn/1087306
https://catalog.digital-scriptorium.org/entity/Q42079,Q42079,Beauvais,Place (Authority File),http://vocab.getty.edu/tgn/7010570
https://catalog.digital-scriptorium.org/entity/Q38153,Q38153,Bedfordshire,Place (Authority File),http://vocab.getty.edu/tgn/7008103
https://catalog.digital-scriptorium.org/entity/Q12694,Q12694,Beijing,Place (Authority File),http://vocab.getty.edu/tgn/7001758
https://catalog.digital-scriptorium.org/entity/Q1243,Q1243,Belgium,Place (Authority File),http://vocab.getty.edu/tgn/1000063
https://catalog.digital-scriptorium.org/entity/Q74812,Q74812,Belogorsk,Place (Authority File),http://vocab.getty.edu/tgn/1052663
https://catalog.digital-scriptorium.org/entity/Q19884,Q19884,Belém,Place (Authority File),http://vocab.getty.edu/tgn/7010773
https://catalog.digital-scriptorium.org/entity/Q18349,Q18349,Benares,Place (Authority File),http://vocab.getty.edu/tgn/7001509
https://catalog.digital-scriptorium.org/entity/Q8380,Q8380,Berat,Place (Authority File),http://vocab.getty.edu/tgn/7006419
https://catalog.digital-scriptorium.org/entity/Q38154,Q38154,Bergamo,Place (Authority File),http://vocab.getty.edu/tgn/7005025
https://catalog.digital-scriptorium.org/entity/Q20363,Q20363,Berkshire,Place (Authority File),http://vocab.getty.edu/tgn/7008101
https://catalog.digital-scriptorium.org/entity/Q54973,Q54973,Berlin,Place (Authority File),http://vocab.getty.edu/tgn/7003712
https://catalog.digital-scriptorium.org/entity/Q10831,Q10831,Besançon,Place (Authority File),http://vocab.getty.edu/tgn/7008356
https://catalog.digital-scriptorium.org/entity/Q76335,Q76335,Bevensen,Place (Authority File),http://vocab.getty.edu/tgn/1038507
https://catalog.digital-scriptorium.org/entity/Q76301,Q76301,Bevilacqua,Place (Authority File),http://vocab.getty.edu/tgn/4001486
https://catalog.digital-scriptorium.org/entity/Q64092,Q64092,Beyşehir,Place (Authority File),http://vocab.getty.edu/tgn/1086089
https://catalog.digital-scriptorium.org/entity/Q48692,Q48692,Bharūch,Place (Authority File),http://vocab.getty.edu/tgn/7545012
https://catalog.digital-scriptorium.org/entity/Q48687,Q48687,Bijāpur,Place (Authority File),http://vocab.getty.edu/tgn/7001686
https://catalog.digital-scriptorium.org/entity/Q76272,Q76272,Bionde di Visegna,Place (Authority File),http://vocab.getty.edu/tgn/7059015
https://catalog.digital-scriptorium.org/entity/Q76332,Q76332,Bischheim,Place (Authority File),http://vocab.getty.edu/tgn/1032154
https://catalog.digital-scriptorium.org/entity/Q16407,Q16407,Bobbio,Place (Authority File),http://vocab.getty.edu/tgn/7004992
https://catalog.digital-scriptorium.org/entity/Q19909,Q19909,Bodensee,Place (Authority File),http://vocab.getty.edu/tgn/7212103
https://catalog.digital-scriptorium.org/entity/Q7503,Q7503,Bohemia,Place (Authority File),http://vocab.getty.edu/tgn/7006470
https://catalog.digital-scriptorium.org/entity/Q17521,Q17521,Bolivia,Place (Authority File),http://vocab.getty.edu/tgn/1000046
https://catalog.digital-scriptorium.org/entity/Q3087,Q3087,Bologna,Place (Authority File),http://vocab.getty.edu/tgn/7004847
https://catalog.digital-scriptorium.org/entity/Q108168,Q108168,Bolu,Place (Authority File),http://vocab.getty.edu/tgn/7002412
https://catalog.digital-scriptorium.org/entity/Q48707,Q48707,Bombay,Place (Authority File),http://vocab.getty.edu/tgn/7001518
https://catalog.digital-scriptorium.org/entity/Q100361,Q100361,Bonn,Place (Authority File),http://vocab.getty.edu/tgn/7005090
https://catalog.digital-scriptorium.org/entity/Q7508,Q7508,Bordeaux,Place (Authority File),http://vocab.getty.edu/tgn/7008161
https://catalog.digital-scriptorium.org/entity/Q39901,Q39901,Bosnia and Herzegovina,Place (Authority File),http://vocab.getty.edu/tgn/7006664
https://catalog.digital-scriptorium.org/entity/Q38155,Q38155,Bourg-en-Bresse,Place (Authority File),http://vocab.getty.edu/tgn/7012558
https://catalog.digital-scriptorium.org/entity/Q19908,Q19908,Bourges,Place (Authority File),http://vocab.getty.edu/tgn/7017415
https://catalog.digital-scriptorium.org/entity/Q1313,Q1313,Brabant,Place (Authority File),http://vocab.getty.edu/tgn/7003463
https://catalog.digital-scriptorium.org/entity/Q38156,Q38156,Brabant Wallon,Place (Authority File),http://vocab.getty.edu/tgn/7018238
https://catalog.digital-scriptorium.org/entity/Q42475,Q42475,Brazil,Place (Authority File),http://vocab.getty.edu/tgn/1000047
https://catalog.digital-scriptorium.org/entity/Q76263,Q76263,Breonio,Place (Authority File),http://vocab.getty.edu/tgn/7058081
https://catalog.digital-scriptorium.org/entity/Q7214,Q7214,Brescia,Place (Authority File),http://vocab.getty.edu/tgn/7005764
https://catalog.digital-scriptorium.org/entity/Q6994,Q6994,Bressanone,Place (Authority File),http://vocab.getty.edu/tgn/7005433
https://catalog.digital-scriptorium.org/entity/Q54971,Q54971,Brighton,Place (Authority File),http://vocab.getty.edu/tgn/7011483
https://catalog.digital-scriptorium.org/entity/Q1297,Q1297,Brittany,Place (Authority File),http://vocab.getty.edu/tgn/7024267
https://catalog.digital-scriptorium.org/entity/Q74815,Q74815,Brody,Place (Authority File),http://vocab.getty.edu/tgn/1053087
https://catalog.digital-scriptorium.org/entity/Q16418,Q16418,Bruges,Place (Authority File),http://vocab.getty.edu/tgn/7007867
https://catalog.digital-scriptorium.org/entity/Q19905,Q19905,Brussels,Place (Authority File),http://vocab.getty.edu/tgn/7007868
https://catalog.digital-scriptorium.org/entity/Q3089,Q3089,Buchau,Place (Authority File),http://vocab.getty.edu/tgn/7201751
https://catalog.digital-scriptorium.org/entity/Q38157,Q38157,Buckinghamshire,Place (Authority File),http://vocab.getty.edu/tgn/7008104
https://catalog.digital-scriptorium.org/entity/Q100838,Q100838,Bukhara,Place (Authority File),http://vocab.getty.edu/tgn/7016820
https://catalog.digital-scriptorium.org/entity/Q52677,Q52677,Bulgaria,Place (Authority File),http://vocab.getty.edu/tgn/7006413
https://catalog.digital-scriptorium.org/entity/Q12698,Q12698,Burgos,Place (Authority File),http://vocab.getty.edu/tgn/7007510
https://catalog.digital-scriptorium.org/entity/Q7797,Q7797,Burgundy,Place (Authority File),http://vocab.getty.edu/tgn/7029372
https://catalog.digital-scriptorium.org/entity/Q11619,Q11619,Burj Ṣāfītā,Place (Authority File),http://vocab.getty.edu/tgn/1085125
https://catalog.digital-scriptorium.org/entity/Q11629,Q11629,Bursa,Place (Authority File),http://vocab.getty.edu/tgn/7002420
https://catalog.digital-scriptorium.org/entity/Q38158,Q38158,Bury Saint Edmunds,Place (Authority File),http://vocab.getty.edu/tgn/7010914
https://catalog.digital-scriptorium.org/entity/Q76269,Q76269,Bussolengo,Place (Authority File),http://vocab.getty.edu/tgn/1043688
https://catalog.digital-scriptorium.org/entity/Q76280,Q76280,Buttapietra,Place (Authority File),http://vocab.getty.edu/tgn/1043694
https://catalog.digital-scriptorium.org/entity/Q38159,Q38159,Buxheim,Place (Authority File),http://vocab.getty.edu/tgn/4002028
https://catalog.digital-scriptorium.org/entity/Q38160,Q38160,Byzantine Empire,Place (Authority File),http://vocab.getty.edu/tgn/7024407
https://catalog.digital-scriptorium.org/entity/Q66890,Q66890,Béziers,Place (Authority File),http://vocab.getty.edu/tgn/7017414
https://catalog.digital-scriptorium.org/entity/Q42465,Q42465,Cabrières,Place (Authority File),http://vocab.getty.edu/tgn/7656498
https://catalog.digital-scriptorium.org/entity/Q3093,Q3093,Cairo,Place (Authority File),http://vocab.getty.edu/tgn/7001215
https://catalog.digital-scriptorium.org/entity/Q74818,Q74818,Cairo Montenotte,Place (Authority File),http://vocab.getty.edu/tgn/1043712
https://catalog.digital-scriptorium.org/entity/Q76344,Q76344,Calais,Place (Authority File),http://vocab.getty.edu/tgn/7009002
https://catalog.digital-scriptorium.org/entity/Q42487,Q42487,California,Place (Authority File),http://vocab.getty.edu/tgn/7007157
https://catalog.digital-scriptorium.org/entity/Q42481,Q42481,Cambodia,Place (Authority File),http://vocab.getty.edu/tgn/1000109
https://catalog.digital-scriptorium.org/entity/Q19889,Q19889,Cambrai,Place (Authority File),http://vocab.getty.edu/tgn/7008456
https://catalog.digital-scriptorium.org/entity/Q38162,Q38162,Cambridge,Place (Authority File),http://vocab.getty.edu/tgn/7010874
https://catalog.digital-scriptorium.org/entity/Q38163,Q38163,Cambridgeshire,Place (Authority File),http://vocab.getty.edu/tgn/7011980
https://catalog.digital-scriptorium.org/entity/Q76317,Q76317,Camin,Place (Authority File),http://vocab.getty.edu/tgn/7046161
https://catalog.digital-scriptorium.org/entity/Q38164,Q38164,Campania,Place (Authority File),http://vocab.getty.edu/tgn/7003005
https://catalog.digital-scriptorium.org/entity/Q7794,Q7794,Cancon,Place (Authority File),http://vocab.getty.edu/tgn/1032406
https://catalog.digital-scriptorium.org/entity/Q76339,Q76339,Canterbury,Place (Authority File),http://vocab.getty.edu/tgn/7012044
https://catalog.digital-scriptorium.org/entity/Q38165,Q38165,Canton Grisons,Place (Authority File),http://vocab.getty.edu/tgn/7003748
https://catalog.digital-scriptorium.org/entity/Q38166,Q38166,Cappadocia,Place (Authority File),http://vocab.getty.edu/tgn/6003016
https://catalog.digital-scriptorium.org/entity/Q75953,Q75953,Carolingian Empire,Place (Authority File),http://vocab.getty.edu/tgn/7024348
https://catalog.digital-scriptorium.org/entity/Q74813,Q74813,Carpentras,Place (Authority File),http://vocab.getty.edu/tgn/7008801
https://catalog.digital-scriptorium.org/entity/Q16419,Q16419,Carpi,Place (Authority File),http://vocab.getty.edu/tgn/7004950
https://catalog.digital-scriptorium.org/entity/Q66922,Q66922,Cartagena,Place (Authority File),http://vocab.getty.edu/tgn/7005072
https://catalog.digital-scriptorium.org/entity/Q76322,Q76322,Casale Monferrato,Place (Authority File),http://vocab.getty.edu/tgn/7003924
https://catalog.digital-scriptorium.org/entity/Q76321,Q76321,Castelbaldo,Place (Authority File),http://vocab.getty.edu/tgn/7045979
https://catalog.digital-scriptorium.org/entity/Q38167,Q38167,Castile,Place (Authority File),http://vocab.getty.edu/tgn/7002784
https://catalog.digital-scriptorium.org/entity/Q6992,Q6992,Castile-Leon,Place (Authority File),http://vocab.getty.edu/tgn/7001158
https://catalog.digital-scriptorium.org/entity/Q7501,Q7501,Castino,Place (Authority File),http://vocab.getty.edu/tgn/7044382
https://catalog.digital-scriptorium.org/entity/Q38168,Q38168,Castres,Place (Authority File),http://vocab.getty.edu/tgn/7008450
https://catalog.digital-scriptorium.org/entity/Q125,Q125,Catalonia,Place (Authority File),http://vocab.getty.edu/tgn/7030216
https://catalog.digital-scriptorium.org/entity/Q6984,Q6984,Catania,Place (Authority File),http://vocab.getty.edu/tgn/7003947
https://catalog.digital-scriptorium.org/entity/Q39905,Q39905,Caucasus,Place (Authority File),http://vocab.getty.edu/tgn/7016642
https://catalog.digital-scriptorium.org/entity/Q42484,Q42484,Caylus,Place (Authority File),http://vocab.getty.edu/tgn/1032459
https://catalog.digital-scriptorium.org/entity/Q38169,Q38169,Central America,Place (Authority File),http://vocab.getty.edu/tgn/7016739
https://catalog.digital-scriptorium.org/entity/Q42470,Q42470,Central Asia,Place (Authority File),http://vocab.getty.edu/tgn/8697475
https://catalog.digital-scriptorium.org/entity/Q5945,Q5945,Central Europe,Place (Authority File),http://vocab.getty.edu/tgn/4003755
https://catalog.digital-scriptorium.org/entity/Q20356,Q20356,Central Italy,Place (Authority File),http://vocab.getty.edu/tgn/4005361
https://catalog.digital-scriptorium.org/entity/Q76264,Q76264,Cerea,Place (Authority File),http://vocab.getty.edu/tgn/1044154
https://catalog.digital-scriptorium.org/entity/Q8377,Q8377,Chacombe,Place (Authority File),http://vocab.getty.edu/tgn/7030792
https://catalog.digital-scriptorium.org/entity/Q68006,Q68006,Chalons-sur-Marne,Place (Authority File),http://vocab.getty.edu/tgn/7008339
https://catalog.digital-scriptorium.org/entity/Q66902,Q66902,Chambly,Place (Authority File),http://vocab.getty.edu/tgn/7009014
https://catalog.digital-scriptorium.org/entity/Q1306,Q1306,Champagne,Place (Authority File),http://vocab.getty.edu/tgn/7658604
https://catalog.digital-scriptorium.org/entity/Q108170,Q108170,Chardzhou,Place (Authority File),http://vocab.getty.edu/tgn/7012239
https://catalog.digital-scriptorium.org/entity/Q38170,Q38170,Chartres,Place (Authority File),http://vocab.getty.edu/tgn/7008267
https://catalog.digital-scriptorium.org/entity/Q38171,Q38171,Cheshire,Place (Authority File),http://vocab.getty.edu/tgn/7008114
https://catalog.digital-scriptorium.org/entity/Q74807,Q74807,Chełm,Place (Authority File),http://vocab.getty.edu/tgn/7014788
https://catalog.digital-scriptorium.org/entity/Q38172,Q38172,Chianti,Place (Authority File),http://vocab.getty.edu/tgn/7017853
https://catalog.digital-scriptorium.org/entity/Q12699,Q12699,China,Place (Authority File),http://vocab.getty.edu/tgn/1000111
https://catalog.digital-scriptorium.org/entity/Q76319,Q76319,Chioggia,Place (Authority File),http://vocab.getty.edu/tgn/7003037
https://catalog.digital-scriptorium.org/entity/Q38173,Q38173,Chur,Place (Authority File),http://vocab.getty.edu/tgn/7007276
https://catalog.digital-scriptorium.org/entity/Q19910,Q19910,Châlons,Place (Authority File),http://vocab.getty.edu/tgn/7657983
https://catalog.digital-scriptorium.org/entity/Q4996,Q4996,Châtenois,Place (Authority File),http://vocab.getty.edu/tgn/1032520
https://catalog.digital-scriptorium.org/entity/Q19888,Q19888,Cirencester,Place (Authority File),http://vocab.getty.edu/tgn/7011127
https://catalog.digital-scriptorium.org/entity/Q7796,Q7796,Città di Castello,Place (Authority File),http://vocab.getty.edu/tgn/7005039
https://catalog.digital-scriptorium.org/entity/Q17528,Q17528,City of Westminster,Place (Authority File),http://vocab.getty.edu/tgn/7018934
https://catalog.digital-scriptorium.org/entity/Q42086,Q42086,Clermont,Place (Authority File),http://vocab.getty.edu/tgn/7655362
https://catalog.digital-scriptorium.org/entity/Q38174,Q38174,Clermont-Ferrand,Place (Authority File),http://vocab.getty.edu/tgn/7008202
https://catalog.digital-scriptorium.org/entity/Q38175,Q38175,Cleves,Place (Authority File),http://vocab.getty.edu/tgn/7012313
https://catalog.digital-scriptorium.org/entity/Q17524,Q17524,Cochabamba,Place (Authority File),http://vocab.getty.edu/tgn/1020283
https://catalog.digital-scriptorium.org/entity/Q76326,Q76326,Cochin,Place (Authority File),http://vocab.getty.edu/tgn/1075032
https://catalog.digital-scriptorium.org/entity/Q66916,Q66916,Coddington,Place (Authority File),http://vocab.getty.edu/tgn/7027026
https://catalog.digital-scriptorium.org/entity/Q4329,Q4329,Cologne,Place (Authority File),http://vocab.getty.edu/tgn/7004446
https://catalog.digital-scriptorium.org/entity/Q76275,Q76275,Colognola,Place (Authority File),http://vocab.getty.edu/tgn/7046343
https://catalog.digital-scriptorium.org/entity/Q66923,Q66923,Colombia,Place (Authority File),http://vocab.getty.edu/tgn/1000050
https://catalog.digital-scriptorium.org/entity/Q17518,Q17518,Connecticut,Place (Authority File),http://vocab.getty.edu/tgn/7007159
https://catalog.digital-scriptorium.org/entity/Q38176,Q38176,Copenhagen,Place (Authority File),http://vocab.getty.edu/tgn/7003474
https://catalog.digital-scriptorium.org/entity/Q54967,Q54967,Cordova,Place (Authority File),http://vocab.getty.edu/tgn/7007513
https://catalog.digital-scriptorium.org/entity/Q74795,Q74795,Corfu,Place (Authority File),http://vocab.getty.edu/tgn/7010883
https://catalog.digital-scriptorium.org/entity/Q66924,Q66924,Corvey,Place (Authority File),http://vocab.getty.edu/tgn/7004981
